s,p,label,label2,label3
https://dblp.org/streams/conf/acl-nllp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Natural Legal Language Processing (NLLP),Natural Legal Language Processing (NLLP),Natural Legal Language Processing (NLLP)
https://dblp.org/streams/conf/acl-nlpcss,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on NLP and Computational Social Science (NLP+CSS),Workshop on NLP and Computational Social Science (NLP+CSS),Workshop on NLP and Computational Social Science (NLP+CSS)
https://dblp.org/streams/conf/acl-peoples,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Computational Modeling of People's Opinions, Personality, and Emotions in Social Media (PEOPLES)","Workshop on Computational Modeling of People's Opinions, Personality, and Emotions in Social Media (PEOPLES)","Workshop on Computational Modeling of People's Opinions, Personality, and Emotions in Social Media (PEOPLES)"
https://dblp.org/streams/conf/acl-pitr,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Predicting and Improving Text Readability for Target Reader Populations (PITR),Workshop on Predicting and Improving Text Readability for Target Reader Populations (PITR),Workshop on Predicting and Improving Text Readability for Target Reader Populations (PITR)
https://dblp.org/streams/conf/acl-pwnlp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on the People's Web Meets NLP,Workshop on the People's Web Meets NLP,Workshop on the People's Web Meets NLP
https://dblp.org/streams/conf/acl-semitic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Computational Approaches to Semitic Languages (SEMITIC),Workshop on Computational Approaches to Semitic Languages (SEMITIC),Workshop on Computational Approaches to Semitic Languages (SEMITIC)
https://dblp.org/streams/conf/acl-sighan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Chinese Language Processing (SIGHAN),Workshop on Chinese Language Processing (SIGHAN),Workshop on Chinese Language Processing (SIGHAN)
https://dblp.org/streams/conf/acl-socialnlp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Natural Language Processing for Social Media (SocialNLP),International Workshop on Natural Language Processing for Social Media (SocialNLP),International Workshop on Natural Language Processing for Social Media (SocialNLP)
https://dblp.org/streams/conf/acl-spmrl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Statistical Parsing of Morphologically Rich Languages (SPMRL),Workshop on Statistical Parsing of Morphologically Rich Languages (SPMRL),Workshop on Statistical Parsing of Morphologically Rich Languages (SPMRL)
https://dblp.org/streams/conf/acl-spnlp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Structured Prediction for NLP (SPNLP),Workshop on Structured Prediction for NLP (SPNLP),Workshop on Structured Prediction for NLP (SPNLP)
https://dblp.org/streams/conf/acl-step,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Conference on Semantics in Text Processing (STEP),Conference on Semantics in Text Processing (STEP),Conference on Semantics in Text Processing (STEP)
https://dblp.org/streams/conf/acl-swaie,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Semantic Web and Information Extraction (SWAIE),Workshop on Semantic Web and Information Extraction (SWAIE),Workshop on Semantic Web and Information Extraction (SWAIE)
https://dblp.org/streams/conf/acl-tea,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Natural Language Processing Techniques for Educational Applications (NLP-TEA),Workshop on Natural Language Processing Techniques for Educational Applications (NLP-TEA),Workshop on Natural Language Processing Techniques for Educational Applications (NLP-TEA)
https://dblp.org/streams/conf/acl-trac,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Trolling, Aggression and Cyberbullying (TRAC)","Workshop on Trolling, Aggression and Cyberbullying (TRAC)","Workshop on Trolling, Aggression and Cyberbullying (TRAC)"
https://dblp.org/streams/conf/acl-vl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Vision and Language (VL),Workshop on Vision and Language (VL),Workshop on Vision and Language (VL)
https://dblp.org/streams/conf/acl-vlc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Very Large Corpora (VLC),Workshop on Very Large Corpora (VLC),Workshop on Very Large Corpora (VLC)
https://dblp.org/streams/conf/acl-wnlp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Widening NLP Workshop,Widening NLP Workshop,Widening NLP Workshop
https://dblp.org/streams/conf/acl-workshops,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACL Workshops (ACL Workshops),ACL Workshops (ACL Workshops),ACL Workshops (ACL Workshops)
https://dblp.org/streams/conf/acl-xml,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on NLP and XML,Workshop on NLP and XML,Workshop on NLP and XML
https://dblp.org/streams/conf/acl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Annual Meeting of the Association for Computational Linguistics (ACL),Annual Meeting of the Association for Computational Linguistics (ACL),Annual Meeting of the Association for Computational Linguistics (ACL)
https://dblp.org/streams/conf/acl2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on the ACL2 Theorem Prover and Its Applications (ACL2),International Workshop on the ACL2 Theorem Prover and Its Applications (ACL2),International Workshop on the ACL2 Theorem Prover and Its Applications (ACL2)
https://dblp.org/streams/conf/aclevents,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on EVENTS: Definition, Detection, Coreference, and Representation (EVENTS)","Workshop on EVENTS: Definition, Detection, Coreference, and Representation (EVENTS)","Workshop on EVENTS: Definition, Detection, Coreference, and Representation (EVENTS)"
https://dblp.org/streams/conf/acling,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on AI in Computational Linguistics (ACLING),International Conference on AI in Computational Linguistics (ACLING),International Conference on AI in Computational Linguistics (ACLING)
https://dblp.org/streams/conf/acllaw,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Linguistic Annotation Workshop (LAW),Linguistic Annotation Workshop (LAW),Linguistic Annotation Workshop (LAW)
https://dblp.org/streams/conf/aclnews,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Named Entity Workshop (NEWS),Named Entity Workshop (NEWS),Named Entity Workshop (NEWS)
https://dblp.org/streams/conf/aclnmt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Neural Generation and Translation (NGT),Workshop on Neural Generation and Translation (NGT),Workshop on Neural Generation and Translation (NGT)
https://dblp.org/streams/conf/aclnut,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Noisy User-generated Text (NUT),Workshop on Noisy User-generated Text (NUT),Workshop on Noisy User-generated Text (NUT)
https://dblp.org/streams/conf/acludw,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Universal Dependencies Workshop (UDW),Universal Dependencies Workshop (UDW),Universal Dependencies Workshop (UDW)
https://dblp.org/streams/conf/aclwac,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Web as Corpus (WAC),Workshop on Web as Corpus (WAC),Workshop on Web as Corpus (WAC)
https://dblp.org/streams/conf/aclwat,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Asian Translation (WAT),Workshop on Asian Translation (WAT),Workshop on Asian Translation (WAT)
https://dblp.org/streams/conf/acm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Annual Conference,ACM Annual Conference,ACM Annual Conference
https://dblp.org/streams/conf/acm2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Algorithms, Computing and Mathematics Conference (ACM)","Algorithms, Computing and Mathematics Conference (ACM)","Algorithms, Computing and Mathematics Conference (ACM)"
https://dblp.org/streams/conf/ACMace,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Advances in Computer Entertainment Technology (ACE),International Conference on Advances in Computer Entertainment Technology (ACE),International Conference on Advances in Computer Entertainment Technology (ACE)
https://dblp.org/streams/conf/acmbcc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"ACM Workshop on Blockchains, Cryptocurrencies and Contracts (BCC)","ACM Workshop on Blockchains, Cryptocurrencies and Contracts (BCC)","ACM Workshop on Blockchains, Cryptocurrencies and Contracts (BCC)"
https://dblp.org/streams/conf/acmcsc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Annual Conference on Computer Science (CSC),ACM Annual Conference on Computer Science (CSC),ACM Annual Conference on Computer Science (CSC)
https://dblp.org/streams/conf/ACMdis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Conference on Designing Interactive Systems (DIS),Conference on Designing Interactive Systems (DIS),Conference on Designing Interactive Systems (DIS)
https://dblp.org/streams/conf/acmeas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Europe Summer School (ACM Europe Summer School),ACM Europe Summer School (ACM Europe Summer School),ACM Europe Summer School (ACM Europe Summer School)
https://dblp.org/streams/conf/acmiccc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Innovative Computing and Cloud Computing (ICCC),International Conference on Innovative Computing and Cloud Computing (ICCC),International Conference on Innovative Computing and Cloud Computing (ICCC)
https://dblp.org/streams/conf/ACMicec,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Electronic Commerce (ICEC),International Conference on Electronic Commerce (ICEC),International Conference on Electronic Commerce (ICEC)
https://dblp.org/streams/conf/acmicn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Information-Centric Networking (ICN),Information-Centric Networking (ICN),Information-Centric Networking (ICN)
https://dblp.org/streams/conf/acmidc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Interaction Design and Children (IDC),International Conference on Interaction Design and Children (IDC),International Conference on Interaction Design and Children (IDC)
https://dblp.org/streams/conf/acml,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Asian Conference on Machine Learning (ACML),Asian Conference on Machine Learning (ACML),Asian Conference on Machine Learning (ACML)
https://dblp.org/streams/conf/acmmpc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Algebraic and Coalgebraic Methods in the Mathematics of Program Construction,Algebraic and Coalgebraic Methods in the Mathematics of Program Construction,Algebraic and Coalgebraic Methods in the Mathematics of Program Construction
https://dblp.org/streams/conf/ACMmsp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Memory System Performance and Correctness (MSP),Memory System Performance and Correctness (MSP),Memory System Performance and Correctness (MSP)
https://dblp.org/streams/conf/ACMpolicy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Policy,ACM Policy,ACM Policy
https://dblp.org/streams/conf/acmpt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Analytical and Computational Methods in Probability Theory (ACMPT),International Conference on Analytical and Computational Methods in Probability Theory (ACMPT),International Conference on Analytical and Computational Methods in Probability Theory (ACMPT)
https://dblp.org/streams/conf/acmrep,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Conference on Reproducibility and Replicability (ACM-REP),ACM Conference on Reproducibility and Replicability (ACM-REP),ACM Conference on Reproducibility and Replicability (ACM-REP)
https://dblp.org/streams/conf/ACMse,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Southeast Regional Conference,ACM Southeast Regional Conference,ACM Southeast Regional Conference
https://dblp.org/streams/conf/acmsgl,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Symposium on Graphic Languages,ACM Symposium on Graphic Languages,ACM Symposium on Graphic Languages
https://dblp.org/streams/conf/acmturc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,ACM Turing Celebration Conference (ACM TUR-C),ACM Turing Celebration Conference (ACM TUR-C),ACM Turing Celebration Conference (ACM TUR-C)
https://dblp.org/streams/conf/acn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Advanced Communication and Networking (ACN),International Conference on Advanced Communication and Networking (ACN),International Conference on Advanced Communication and Networking (ACN)
https://dblp.org/streams/conf/acns,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Applied Cryptography and Network Security (ACNS),International Conference on Applied Cryptography and Network Security (ACNS),International Conference on Applied Cryptography and Network Security (ACNS)
https://dblp.org/streams/conf/acom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Agent Communication (AC),Agent Communication (AC),Agent Communication (AC)
https://dblp.org/streams/conf/acomp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Advanced Computing and Analytics (ACOMPA),International Conference on Advanced Computing and Analytics (ACOMPA),International Conference on Advanced Computing and Analytics (ACOMPA)
https://dblp.org/streams/conf/acosis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Advanced Communication Systems and Information Security (ACOSIS),International Conference on Advanced Communication Systems and Information Security (ACOSIS),International Conference on Advanced Communication Systems and Information Security (ACOSIS)
https://dblp.org/streams/conf/acota,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Automated Configuration and Tailoring of Applications (ACoTA),International Workshop on Automated Configuration and Tailoring of Applications (ACoTA),International Workshop on Automated Configuration and Tailoring of Applications (ACoTA)
https://dblp.org/streams/conf/acp4is,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Aspects, Components, and Patterns for Infrastructure Software (ACP4IS)","Workshop on Aspects, Components, and Patterns for Infrastructure Software (ACP4IS)","Workshop on Aspects, Components, and Patterns for Infrastructure Software (ACP4IS)"
